sensor,timestamp,x,y,z
1,71149,-0.003906,0.820312,0.570312
2,71160,0.207031,-0.289062,0.898438
3,71171,-0.375000,0.246094,0.812500
1,71182,0.000000,0.820312,0.562500
2,71193,0.207031,-0.289062,0.906250
3,71204,-0.371094,0.246094,0.808594
1,71215,-0.003906,0.824219,0.574219
2,71226,0.207031,-0.289062,0.898438
3,71237,-0.375000,0.242188,0.824219
1,71248,-0.003906,0.820312,0.574219
2,71259,0.207031,-0.285156,0.902344
3,71270,-0.375000,0.246094,0.812500
1,71281,0.000000,0.824219,0.566406
2,71292,0.203125,-0.281250,0.898438
3,71303,-0.375000,0.242188,0.816406
1,71314,0.000000,0.824219,0.574219
2,71325,0.207031,-0.285156,0.898438
3,71336,-0.375000,0.246094,0.816406
1,71347,0.000000,0.820312,0.562500
2,71358,0.203125,-0.285156,0.898438
3,71369,-0.375000,0.246094,0.808594
1,71380,-0.003906,0.820312,0.570312
2,71391,0.210938,-0.285156,0.894531
3,71402,-0.375000,0.246094,0.812500
1,71413,-0.003906,0.816406,0.562500
2,71424,0.207031,-0.285156,0.898438
3,71435,-0.375000,0.246094,0.812500
1,71446,0.000000,0.816406,0.566406
2,71457,0.210938,-0.285156,0.898438
3,71468,-0.375000,0.246094,0.816406
1,71479,-0.003906,0.820312,0.566406
2,71490,0.207031,-0.289062,0.902344
3,71501,-0.375000,0.246094,0.808594
1,71512,-0.003906,0.820312,0.570312
2,71523,0.207031,-0.285156,0.898438
3,71534,-0.371094,0.246094,0.816406
1,71545,0.000000,0.816406,0.562500
2,71556,0.207031,-0.289062,0.902344
3,71567,-0.375000,0.246094,0.816406
1,71578,-0.003906,0.824219,0.566406
2,71589,0.207031,-0.281250,0.898438
3,71600,-0.371094,0.246094,0.812500
1,71611,-0.003906,0.820312,0.570312
2,71622,0.207031,-0.285156,0.894531
3,71633,-0.375000,0.246094,0.820312
1,71644,0.000000,0.820312,0.566406
2,71655,0.207031,-0.289062,0.902344
3,71666,-0.371094,0.250000,0.816406
1,71677,-0.003906,0.820312,0.566406
2,71688,0.207031,-0.285156,0.898438
3,71699,-0.378906,0.246094,0.812500
1,71710,-0.003906,0.824219,0.570312
2,71721,0.207031,-0.285156,0.894531
3,71732,-0.371094,0.246094,0.808594
1,71743,-0.003906,0.820312,0.566406
2,71754,0.207031,-0.289062,0.898438
3,71765,-0.371094,0.246094,0.812500
1,71776,-0.003906,0.824219,0.566406
2,71787,0.207031,-0.285156,0.902344
3,71798,-0.375000,0.246094,0.816406
1,71809,-0.003906,0.816406,0.566406
2,71820,0.210938,-0.281250,0.902344
3,71831,-0.371094,0.242188,0.816406
1,71842,0.000000,0.820312,0.566406
2,71853,0.203125,-0.289062,0.902344
3,71864,-0.375000,0.246094,0.812500
1,71875,0.000000,0.820312,0.566406
2,71886,0.207031,-0.289062,0.898438
3,71897,-0.375000,0.246094,0.812500
1,71908,-0.003906,0.816406,0.562500
2,71919,0.207031,-0.285156,0.898438
3,71930,-0.375000,0.246094,0.816406
1,71941,0.000000,0.820312,0.566406
2,71952,0.210938,-0.289062,0.902344
3,71963,-0.375000,0.246094,0.816406
1,71974,-0.007812,0.824219,0.570312
2,71985,0.207031,-0.281250,0.898438
3,71996,-0.375000,0.246094,0.816406
1,72007,0.000000,0.820312,0.566406
2,72018,0.207031,-0.285156,0.902344
3,72029,-0.375000,0.246094,0.812500
1,72040,-0.003906,0.820312,0.562500
2,72051,0.210938,-0.285156,0.898438
3,72062,-0.375000,0.246094,0.816406
1,72073,0.000000,0.816406,0.566406
2,72084,0.207031,-0.285156,0.902344
3,72095,-0.378906,0.250000,0.812500
1,72106,0.000000,0.816406,0.566406
2,72117,0.207031,-0.285156,0.898438
3,72128,-0.378906,0.246094,0.816406
1,72139,-0.003906,0.820312,0.570312
2,72150,0.207031,-0.289062,0.898438
3,72161,-0.378906,0.246094,0.816406
1,72172,-0.003906,0.820312,0.566406
2,72183,0.207031,-0.289062,0.902344
3,72194,-0.375000,0.246094,0.816406
1,72205,-0.003906,0.820312,0.566406
2,72216,0.207031,-0.285156,0.906250
3,72227,-0.375000,0.246094,0.812500
1,72238,-0.003906,0.820312,0.566406
2,72249,0.207031,-0.289062,0.898438
3,72260,-0.371094,0.246094,0.812500
1,72271,-0.007812,0.816406,0.566406
2,72282,0.203125,-0.281250,0.898438
3,72293,-0.378906,0.246094,0.808594
1,72304,-0.003906,0.820312,0.566406
2,72315,0.203125,-0.285156,0.902344
3,72326,-0.375000,0.246094,0.820312
1,72337,0.000000,0.824219,0.562500
2,72348,0.207031,-0.285156,0.898438
3,72359,-0.375000,0.242188,0.816406
1,72370,0.000000,0.820312,0.566406
2,72381,0.207031,-0.289062,0.898438
3,72392,-0.375000,0.246094,0.816406
1,72403,0.000000,0.820312,0.562500
2,72414,0.203125,-0.285156,0.898438
3,72425,-0.375000,0.246094,0.812500
1,72436,-0.003906,0.820312,0.570312
2,72447,0.203125,-0.285156,0.894531
3,72458,-0.371094,0.246094,0.808594
1,72469,-0.003906,0.824219,0.566406
2,72480,0.207031,-0.281250,0.894531
3,72491,-0.375000,0.246094,0.816406
1,72502,-0.003906,0.820312,0.570312
2,72513,0.210938,-0.285156,0.898438
3,72524,-0.371094,0.246094,0.816406
1,72535,-0.003906,0.824219,0.566406
2,72546,0.210938,-0.285156,0.902344
3,72557,-0.375000,0.246094,0.808594
1,72568,-0.003906,0.820312,0.566406
2,72579,0.203125,-0.285156,0.898438
3,72590,-0.375000,0.250000,0.812500
1,72601,-0.003906,0.824219,0.566406
2,72612,0.207031,-0.289062,0.902344
3,72623,-0.375000,0.246094,0.812500
1,72634,-0.003906,0.824219,0.566406
2,72645,0.207031,-0.281250,0.902344
3,72656,-0.375000,0.246094,0.812500
1,72667,0.000000,0.816406,0.570312
2,72678,0.207031,-0.285156,0.906250
3,72689,-0.375000,0.246094,0.812500
1,72700,-0.003906,0.824219,0.562500
2,72711,0.210938,-0.285156,0.898438
3,72722,-0.378906,0.250000,0.816406
1,72733,-0.003906,0.816406,0.566406
2,72744,0.207031,-0.289062,0.894531
3,72755,-0.371094,0.250000,0.812500
1,72766,-0.003906,0.820312,0.566406
2,72777,0.207031,-0.285156,0.902344
3,72788,-0.375000,0.246094,0.812500
1,72799,0.000000,0.816406,0.570312
2,72810,0.207031,-0.285156,0.906250
3,72821,-0.375000,0.246094,0.816406
1,72832,0.000000,0.824219,0.570312
2,72843,0.207031,-0.285156,0.898438
3,72854,-0.375000,0.242188,0.816406
1,72865,-0.003906,0.816406,0.566406
2,72876,0.207031,-0.285156,0.898438
3,72887,-0.375000,0.246094,0.808594
1,72898,-0.003906,0.824219,0.566406
2,72909,0.207031,-0.285156,0.898438
3,72920,-0.375000,0.246094,0.816406
1,72931,-0.003906,0.816406,0.570312
2,72942,0.210938,-0.285156,0.898438
3,72953,-0.375000,0.246094,0.812500
1,72964,-0.003906,0.820312,0.562500
2,72975,0.207031,-0.289062,0.894531
3,72986,-0.371094,0.246094,0.812500
1,72997,-0.003906,0.820312,0.562500
2,73008,0.207031,-0.285156,0.894531
3,73019,-0.378906,0.246094,0.812500
1,73030,-0.003906,0.816406,0.566406
2,73041,0.203125,-0.289062,0.902344
3,73052,-0.371094,0.246094,0.816406
1,73063,-0.003906,0.816406,0.570312
2,73074,0.207031,-0.285156,0.902344
3,73085,-0.375000,0.246094,0.812500
1,73096,-0.003906,0.820312,0.566406
2,73107,0.210938,-0.292969,0.890625
3,73118,-0.375000,0.250000,0.816406
1,73129,-0.003906,0.824219,0.574219
2,73140,0.207031,-0.289062,0.902344
3,73151,-0.367188,0.242188,0.812500
1,73162,-0.003906,0.816406,0.570312
2,73173,0.207031,-0.285156,0.902344
3,73184,-0.375000,0.242188,0.812500
1,73195,-0.003906,0.820312,0.570312
2,73206,0.210938,-0.289062,0.894531
3,73217,-0.375000,0.246094,0.812500
1,73228,-0.003906,0.824219,0.574219
2,73239,0.207031,-0.285156,0.898438
3,73250,-0.375000,0.246094,0.812500
1,73261,-0.003906,0.828125,0.566406
2,73272,0.207031,-0.292969,0.902344
3,73283,-0.375000,0.246094,0.812500
1,73294,-0.003906,0.824219,0.566406
2,73305,0.207031,-0.285156,0.898438
3,73316,-0.378906,0.246094,0.816406
1,73327,-0.003906,0.820312,0.562500
2,73338,0.210938,-0.289062,0.902344
3,73349,-0.371094,0.246094,0.808594
1,73360,-0.003906,0.820312,0.566406
2,73371,0.207031,-0.285156,0.898438
3,73382,-0.375000,0.246094,0.812500
1,73393,-0.003906,0.820312,0.566406
2,73404,0.207031,-0.289062,0.902344
3,73415,-0.371094,0.246094,0.812500
1,73426,-0.003906,0.816406,0.570312
2,73437,0.207031,-0.289062,0.902344
3,73448,-0.375000,0.246094,0.816406
1,73459,-0.003906,0.816406,0.566406
2,73470,0.207031,-0.285156,0.898438
3,73481,-0.375000,0.246094,0.812500
1,73492,-0.007812,0.820312,0.566406
2,73503,0.210938,-0.289062,0.902344
3,73514,-0.371094,0.246094,0.812500
1,73525,-0.003906,0.820312,0.570312
2,73536,0.210938,-0.285156,0.902344
3,73547,-0.375000,0.250000,0.816406
1,73558,-0.003906,0.816406,0.566406
2,73569,0.210938,-0.289062,0.898438
3,73580,-0.371094,0.242188,0.816406
1,73591,0.000000,0.816406,0.562500
2,73602,0.207031,-0.289062,0.898438
3,73613,-0.375000,0.246094,0.812500
1,73624,-0.003906,0.820312,0.566406
2,73635,0.207031,-0.289062,0.902344
3,73646,-0.375000,0.242188,0.812500
1,73657,-0.003906,0.820312,0.566406
2,73668,0.207031,-0.289062,0.898438
3,73679,-0.375000,0.246094,0.816406
1,73690,-0.003906,0.820312,0.570312
2,73701,0.210938,-0.281250,0.902344
3,73712,-0.375000,0.246094,0.812500
1,73723,0.000000,0.824219,0.566406
2,73734,0.210938,-0.289062,0.898438
3,73745,-0.371094,0.250000,0.812500
1,73756,0.000000,0.816406,0.566406
2,73767,0.207031,-0.285156,0.898438
3,73778,-0.375000,0.246094,0.812500
1,73789,-0.003906,0.820312,0.574219
2,73800,0.207031,-0.289062,0.902344
3,73811,-0.375000,0.246094,0.812500
1,73822,-0.003906,0.820312,0.566406
2,73833,0.207031,-0.285156,0.902344
3,73844,-0.371094,0.246094,0.812500
1,73855,-0.003906,0.820312,0.562500
2,73866,0.207031,-0.289062,0.902344
3,73877,-0.375000,0.246094,0.812500
1,73888,-0.003906,0.816406,0.570312
2,73899,0.210938,-0.285156,0.898438
3,73910,-0.375000,0.246094,0.816406
1,73921,0.000000,0.820312,0.570312
2,73932,0.207031,-0.285156,0.894531
3,73943,-0.371094,0.246094,0.812500
1,73954,-0.003906,0.816406,0.570312
2,73965,0.210938,-0.285156,0.902344
3,73976,-0.371094,0.246094,0.820312
1,73987,-0.003906,0.824219,0.570312
2,73998,0.207031,-0.285156,0.902344
3,74009,-0.371094,0.242188,0.812500
1,74020,0.000000,0.820312,0.562500
2,74031,0.207031,-0.289062,0.902344
3,74042,-0.375000,0.246094,0.812500
1,74053,0.000000,0.820312,0.574219
2,74064,0.207031,-0.285156,0.902344
3,74075,-0.375000,0.246094,0.812500
1,74086,-0.003906,0.820312,0.570312
2,74097,0.210938,-0.285156,0.898438
3,74108,-0.375000,0.250000,0.812500
1,74119,0.000000,0.820312,0.566406
2,74130,0.210938,-0.285156,0.902344
3,74141,-0.371094,0.246094,0.816406
1,74152,-0.003906,0.824219,0.566406
2,74163,0.210938,-0.289062,0.902344
3,74174,-0.375000,0.242188,0.812500
1,74185,-0.003906,0.820312,0.566406
2,74196,0.207031,-0.285156,0.898438
3,74207,-0.375000,0.246094,0.816406
1,74218,-0.003906,0.820312,0.566406
2,74229,0.203125,-0.289062,0.894531
3,74240,-0.375000,0.246094,0.812500
1,74251,-0.003906,0.820312,0.566406
2,74262,0.207031,-0.285156,0.898438
3,74273,-0.375000,0.246094,0.812500
1,74284,-0.003906,0.820312,0.566406
2,74295,0.207031,-0.289062,0.894531
3,74306,-0.378906,0.246094,0.808594
1,74317,-0.003906,0.824219,0.570312
2,74328,0.203125,-0.289062,0.898438
3,74339,-0.371094,0.250000,0.816406
1,74350,-0.003906,0.820312,0.566406
2,74361,0.207031,-0.285156,0.898438
3,74372,-0.371094,0.246094,0.820312
1,74383,-0.003906,0.816406,0.566406
2,74394,0.207031,-0.285156,0.902344
3,74405,-0.371094,0.246094,0.812500
1,74416,-0.003906,0.824219,0.574219
2,74427,0.207031,-0.285156,0.898438
3,74438,-0.378906,0.246094,0.820312
1,74449,0.000000,0.820312,0.570312
2,74460,0.207031,-0.285156,0.898438
3,74471,-0.375000,0.246094,0.808594
1,74482,0.000000,0.820312,0.566406
2,74493,0.207031,-0.285156,0.906250
3,74504,-0.375000,0.246094,0.816406
1,74515,0.000000,0.820312,0.570312
2,74526,0.203125,-0.285156,0.898438
3,74537,-0.371094,0.246094,0.812500
1,74548,-0.003906,0.824219,0.570312
2,74559,0.210938,-0.289062,0.902344
3,74570,-0.371094,0.246094,0.816406
1,74581,-0.007812,0.816406,0.570312
2,74592,0.207031,-0.281250,0.902344
3,74603,-0.375000,0.246094,0.816406
1,74614,-0.003906,0.820312,0.566406
2,74625,0.207031,-0.285156,0.902344
3,74636,-0.371094,0.246094,0.812500
1,74647,-0.003906,0.816406,0.570312
2,74658,0.207031,-0.289062,0.910156
3,74669,-0.375000,0.246094,0.812500
1,74680,0.000000,0.820312,0.566406
2,74691,0.203125,-0.285156,0.890625
3,74702,-0.378906,0.246094,0.816406
1,74713,0.000000,0.820312,0.570312
2,74724,0.210938,-0.285156,0.906250
3,74735,-0.375000,0.242188,0.812500
1,74746,-0.003906,0.824219,0.566406
2,74757,0.207031,-0.285156,0.898438
3,74768,-0.375000,0.246094,0.816406
1,74779,-0.003906,0.820312,0.566406
2,74790,0.207031,-0.285156,0.898438
3,74801,-0.371094,0.242188,0.808594
1,74812,0.000000,0.820312,0.570312
2,74823,0.210938,-0.289062,0.902344
3,74834,-0.371094,0.246094,0.812500
1,74845,0.000000,0.812500,0.566406
2,74856,0.207031,-0.285156,0.894531
3,74867,-0.375000,0.246094,0.816406
1,74878,0.000000,0.824219,0.562500
2,74889,0.207031,-0.285156,0.898438
3,74900,-0.375000,0.246094,0.816406
1,74911,-0.003906,0.820312,0.566406
2,74922,0.207031,-0.289062,0.898438
3,74933,-0.371094,0.246094,0.820312
1,74944,0.000000,0.816406,0.562500
2,74955,0.207031,-0.285156,0.898438
3,74966,-0.371094,0.246094,0.812500
1,74977,-0.003906,0.816406,0.566406
2,74988,0.207031,-0.285156,0.898438
3,74999,-0.375000,0.246094,0.812500
1,75010,-0.003906,0.820312,0.566406
2,75021,0.207031,-0.285156,0.902344
3,75032,-0.375000,0.246094,0.812500
1,75043,-0.003906,0.816406,0.570312
2,75054,0.210938,-0.292969,0.898438
3,75065,-0.371094,0.246094,0.808594
1,75076,-0.003906,0.820312,0.570312
2,75087,0.207031,-0.281250,0.902344
3,75098,-0.371094,0.242188,0.812500
1,75109,-0.003906,0.820312,0.570312
2,75120,0.207031,-0.289062,0.898438
3,75131,-0.378906,0.246094,0.808594
1,75142,-0.003906,0.820312,0.558594
2,75153,0.207031,-0.285156,0.894531
3,75164,-0.375000,0.246094,0.816406
1,75175,-0.003906,0.816406,0.566406
2,75186,0.207031,-0.289062,0.902344
3,75197,-0.375000,0.246094,0.800781
1,75208,-0.003906,0.820312,0.570312
2,75219,0.207031,-0.281250,0.898438
3,75230,-0.375000,0.246094,0.816406
1,75241,0.000000,0.820312,0.566406
2,75252,0.207031,-0.285156,0.898438
3,75263,-0.375000,0.246094,0.816406
1,75274,-0.003906,0.820312,0.566406
2,75285,0.207031,-0.285156,0.898438
3,75296,-0.375000,0.246094,0.816406
1,75307,-0.003906,0.820312,0.562500
2,75318,0.207031,-0.285156,0.898438
3,75329,-0.375000,0.246094,0.816406
1,75340,-0.007812,0.820312,0.566406
2,75351,0.207031,-0.285156,0.902344
3,75362,-0.371094,0.246094,0.812500
1,75373,-0.003906,0.820312,0.570312
2,75384,0.207031,-0.289062,0.902344
3,75395,-0.375000,0.246094,0.816406
1,75406,0.000000,0.820312,0.570312
2,75417,0.203125,-0.285156,0.898438
3,75428,-0.375000,0.246094,0.820312
1,75439,-0.003906,0.824219,0.562500
2,75450,0.207031,-0.289062,0.898438
3,75461,-0.371094,0.242188,0.812500
1,75472,-0.003906,0.820312,0.562500
2,75483,0.203125,-0.289062,0.902344
3,75494,-0.371094,0.246094,0.816406
1,75505,-0.003906,0.820312,0.570312
2,75516,0.203125,-0.285156,0.898438
3,75527,-0.375000,0.246094,0.816406
1,75538,0.000000,0.820312,0.562500
2,75549,0.207031,-0.289062,0.898438
3,75560,-0.375000,0.250000,0.816406
1,75571,-0.003906,0.820312,0.566406
2,75582,0.210938,-0.289062,0.898438
3,75593,-0.375000,0.246094,0.812500
1,75604,-0.003906,0.820312,0.566406
2,75615,0.207031,-0.289062,0.902344
3,75626,-0.378906,0.250000,0.812500
1,75637,-0.003906,0.824219,0.570312
2,75648,0.207031,-0.285156,0.902344
3,75659,-0.371094,0.242188,0.812500
1,75670,-0.003906,0.820312,0.570312
2,75681,0.207031,-0.285156,0.894531
3,75692,-0.371094,0.242188,0.816406
1,75703,-0.003906,0.820312,0.566406
2,75714,0.207031,-0.289062,0.902344
3,75725,-0.375000,0.242188,0.816406
1,75736,-0.003906,0.820312,0.570312
2,75747,0.207031,-0.285156,0.898438
3,75758,-0.375000,0.246094,0.808594
1,75769,0.000000,0.816406,0.566406
2,75780,0.207031,-0.289062,0.894531
3,75791,-0.375000,0.250000,0.812500
1,75802,-0.003906,0.820312,0.574219
2,75813,0.207031,-0.285156,0.902344
3,75824,-0.375000,0.246094,0.812500
1,75835,-0.003906,0.820312,0.566406
2,75846,0.210938,-0.285156,0.898438
3,75857,-0.375000,0.246094,0.812500
1,75868,0.000000,0.820312,0.566406
2,75879,0.210938,-0.285156,0.894531
3,75890,-0.371094,0.250000,0.808594
1,75901,-0.003906,0.820312,0.570312
2,75912,0.207031,-0.281250,0.902344
3,75923,-0.375000,0.246094,0.812500
1,75934,0.000000,0.816406,0.570312
2,75945,0.207031,-0.285156,0.898438
3,75956,-0.375000,0.246094,0.820312
1,75967,-0.003906,0.828125,0.570312
2,75978,0.207031,-0.285156,0.898438
3,75989,-0.375000,0.246094,0.812500
1,76000,0.000000,0.820312,0.570312
2,76011,0.207031,-0.289062,0.902344
3,76022,-0.382812,0.246094,0.808594
1,76033,-0.003906,0.820312,0.570312
2,76044,0.210938,-0.285156,0.898438
3,76055,-0.371094,0.242188,0.812500
1,76066,-0.003906,0.820312,0.570312
2,76077,0.214844,-0.289062,0.898438
3,76088,-0.378906,0.246094,0.812500
1,76099,-0.003906,0.824219,0.566406
2,76110,0.207031,-0.285156,0.902344
3,76121,-0.371094,0.242188,0.812500
1,76132,-0.003906,0.820312,0.566406
2,76143,0.203125,-0.285156,0.898438
3,76154,-0.378906,0.246094,0.816406
1,76165,-0.003906,0.820312,0.570312
2,76176,0.203125,-0.289062,0.898438
3,76187,-0.371094,0.242188,0.808594
1,76198,0.000000,0.816406,0.570312
2,76209,0.203125,-0.289062,0.898438
3,76220,-0.375000,0.246094,0.808594
1,76231,-0.003906,0.816406,0.570312
2,76242,0.203125,-0.285156,0.898438
3,76253,-0.371094,0.242188,0.816406
1,76264,-0.007812,0.820312,0.566406
2,76275,0.207031,-0.285156,0.906250
3,76286,-0.371094,0.246094,0.816406
1,76297,-0.003906,0.820312,0.570312
2,76308,0.207031,-0.289062,0.902344
3,76319,-0.375000,0.246094,0.812500
1,76330,-0.003906,0.816406,0.570312
2,76341,0.207031,-0.289062,0.906250
3,76352,-0.375000,0.250000,0.808594
1,76363,0.000000,0.824219,0.570312
2,76374,0.207031,-0.281250,0.898438
3,76385,-0.375000,0.246094,0.820312
1,76396,0.000000,0.816406,0.562500
2,76407,0.210938,-0.289062,0.902344
3,76418,-0.371094,0.246094,0.808594
1,76429,-0.003906,0.820312,0.570312
2,76440,0.207031,-0.289062,0.894531
3,76451,-0.378906,0.250000,0.812500
1,76462,0.000000,0.824219,0.566406
2,76473,0.207031,-0.285156,0.898438
3,76484,-0.375000,0.246094,0.808594
1,76495,-0.003906,0.820312,0.570312
2,76506,0.207031,-0.289062,0.894531
3,76517,-0.375000,0.250000,0.812500
1,76528,-0.003906,0.816406,0.566406
2,76539,0.210938,-0.289062,0.898438
3,76550,-0.375000,0.250000,0.816406
1,76561,-0.003906,0.820312,0.566406
2,76572,0.210938,-0.285156,0.898438
3,76583,-0.371094,0.242188,0.812500
1,76594,-0.003906,0.816406,0.574219
2,76605,0.207031,-0.285156,0.898438
3,76616,-0.371094,0.246094,0.816406
1,76627,-0.003906,0.820312,0.570312
2,76638,0.203125,-0.285156,0.902344
3,76649,-0.371094,0.246094,0.812500
1,76660,-0.003906,0.816406,0.570312
2,76671,0.210938,-0.289062,0.902344
3,76682,-0.375000,0.246094,0.812500
1,76693,-0.003906,0.824219,0.566406
2,76704,0.207031,-0.289062,0.898438
3,76715,-0.375000,0.246094,0.804688
1,76726,-0.003906,0.820312,0.574219
2,76737,0.207031,-0.285156,0.902344
3,76748,-0.371094,0.246094,0.816406
1,76759,-0.003906,0.824219,0.570312
2,76770,0.210938,-0.285156,0.902344
3,76781,-0.371094,0.246094,0.812500
1,76792,0.000000,0.820312,0.562500
2,76803,0.207031,-0.285156,0.898438
3,76814,-0.375000,0.242188,0.812500
1,76825,-0.003906,0.812500,0.566406
2,76836,0.207031,-0.281250,0.898438
3,76847,-0.371094,0.246094,0.808594
1,76858,-0.003906,0.820312,0.566406
2,76869,0.207031,-0.285156,0.906250
3,76880,-0.371094,0.250000,0.808594
1,76891,-0.003906,0.820312,0.570312
2,76902,0.207031,-0.285156,0.906250
3,76913,-0.378906,0.246094,0.812500
1,76924,-0.003906,0.816406,0.570312
2,76935,0.203125,-0.289062,0.902344
